Sequence;subscriber_id;publisher_id;Data_size;publish_interval;publisher_number;subscriber_number;Latency(ns);publish_time(ns)
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;0;100000;10;30;20;0;0
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;0;100000;10;30;20;0;0
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;0;100000;10;30;20;0;0
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;8;100000;10;30;20;15218357;1726196391569548788
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;0;100000;10;30;20;0;0
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;0;100000;10;30;20;0;0
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;10;100000;10;30;20;7806089;1726196391429693386
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;0;100000;10;30;20;0;0
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;0;100000;10;30;20;0;0
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;0;100000;10;30;20;0;0
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;0;100000;10;30;20;0;0
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;0;100000;10;30;20;0;0
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;13;100000;10;30;20;4287440;1726196391060033488
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
53;15;0;100000;10;30;20;0;0
54;15;0;100000;10;30;20;0;0
55;15;0;100000;10;30;20;0;0
56;15;0;100000;10;30;20;0;0
57;15;0;100000;10;30;20;0;0
58;15;0;100000;10;30;20;0;0
59;15;0;100000;10;30;20;0;0
60;15;0;100000;10;30;20;0;0
61;15;0;100000;10;30;20;0;0
62;15;0;100000;10;30;20;0;0
63;15;0;100000;10;30;20;0;0
64;15;0;100000;10;30;20;0;0
65;15;0;100000;10;30;20;0;0
66;15;0;100000;10;30;20;0;0
67;15;0;100000;10;30;20;0;0
68;15;0;100000;10;30;20;0;0
69;15;0;100000;10;30;20;0;0
70;15;0;100000;10;30;20;0;0
71;15;0;100000;10;30;20;0;0
72;15;0;100000;10;30;20;0;0
73;15;0;100000;10;30;20;0;0
74;15;0;100000;10;30;20;0;0
75;15;0;100000;10;30;20;0;0
76;15;0;100000;10;30;20;0;0
77;15;0;100000;10;30;20;0;0
78;15;0;100000;10;30;20;0;0
79;15;0;100000;10;30;20;0;0
80;15;0;100000;10;30;20;0;0
81;15;0;100000;10;30;20;0;0
82;15;0;100000;10;30;20;0;0
83;15;0;100000;10;30;20;0;0
84;15;0;100000;10;30;20;0;0
85;15;0;100000;10;30;20;0;0
86;15;0;100000;10;30;20;0;0
87;15;0;100000;10;30;20;0;0
88;15;0;100000;10;30;20;0;0
89;15;0;100000;10;30;20;0;0
90;15;0;100000;10;30;20;0;0
91;15;0;100000;10;30;20;0;0
92;15;0;100000;10;30;20;0;0
93;15;0;100000;10;30;20;0;0
94;15;0;100000;10;30;20;0;0
95;15;0;100000;10;30;20;0;0
96;15;0;100000;10;30;20;0;0
97;15;0;100000;10;30;20;0;0
98;15;0;100000;10;30;20;0;0
99;15;0;100000;10;30;20;0;0
0;15;0;100000;10;30;20;0;0
1;15;0;100000;10;30;20;0;0
2;15;0;100000;10;30;20;0;0
3;15;0;100000;10;30;20;0;0
4;15;0;100000;10;30;20;0;0
5;15;0;100000;10;30;20;0;0
6;15;0;100000;10;30;20;0;0
7;15;0;100000;10;30;20;0;0
8;15;0;100000;10;30;20;0;0
9;15;0;100000;10;30;20;0;0
10;15;0;100000;10;30;20;0;0
11;15;0;100000;10;30;20;0;0
12;15;0;100000;10;30;20;0;0
13;15;0;100000;10;30;20;0;0
14;15;0;100000;10;30;20;0;0
15;15;0;100000;10;30;20;0;0
16;15;0;100000;10;30;20;0;0
17;15;0;100000;10;30;20;0;0
18;15;0;100000;10;30;20;0;0
19;15;0;100000;10;30;20;0;0
20;15;0;100000;10;30;20;0;0
21;15;0;100000;10;30;20;0;0
22;15;0;100000;10;30;20;0;0
23;15;0;100000;10;30;20;0;0
24;15;0;100000;10;30;20;0;0
25;15;0;100000;10;30;20;0;0
26;15;0;100000;10;30;20;0;0
27;15;0;100000;10;30;20;0;0
28;15;0;100000;10;30;20;0;0
29;15;0;100000;10;30;20;0;0
30;15;0;100000;10;30;20;0;0
31;15;0;100000;10;30;20;0;0
32;15;0;100000;10;30;20;0;0
33;15;0;100000;10;30;20;0;0
34;15;0;100000;10;30;20;0;0
35;15;0;100000;10;30;20;0;0
36;15;0;100000;10;30;20;0;0
37;15;0;100000;10;30;20;0;0
38;15;0;100000;10;30;20;0;0
39;15;0;100000;10;30;20;0;0
40;15;0;100000;10;30;20;0;0
41;15;0;100000;10;30;20;0;0
42;15;0;100000;10;30;20;0;0
43;15;0;100000;10;30;20;0;0
44;15;0;100000;10;30;20;0;0
45;15;0;100000;10;30;20;0;0
46;15;0;100000;10;30;20;0;0
47;15;0;100000;10;30;20;0;0
48;15;0;100000;10;30;20;0;0
49;15;0;100000;10;30;20;0;0
50;15;0;100000;10;30;20;0;0
51;15;0;100000;10;30;20;0;0
52;15;0;100000;10;30;20;0;0
